,gvkey,splticrm,datadate,busdesc,ggroup,gsector,conm,tic
6897,7063,A-,06/30/1990,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6898,7063,A-,07/31/1990,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6899,7063,A-,08/31/1990,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6900,7063,A-,09/30/1990,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6901,7063,BBB,10/31/1990,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6902,7063,BBB,11/30/1990,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6903,7063,BBB,12/31/1990,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6904,7063,BBB,01/31/1991,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6905,7063,BBB,02/28/1991,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6906,7063,BBB,03/31/1991,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6907,7063,BBB,04/30/1991,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6908,7063,BBB,05/31/1991,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6909,7063,BBB,06/30/1991,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6910,7063,BBB,07/31/1991,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6911,7063,BBB,08/31/1991,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6912,7063,BBB,09/30/1991,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6913,7063,BBB,10/31/1991,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6914,7063,BBB,11/30/1991,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6915,7063,BBB,12/31/1991,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6916,7063,BBB,01/31/1992,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6917,7063,BBB,02/29/1992,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6918,7063,BBB,03/31/1992,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6919,7063,BBB,04/30/1992,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6920,7063,BBB,05/31/1992,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6921,7063,BBB,06/30/1992,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6922,7063,BBB,07/31/1992,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6923,7063,BBB,08/31/1992,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6924,7063,BBB,09/30/1992,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6925,7063,BBB,10/31/1992,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6926,7063,BBB,11/30/1992,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6927,7063,BBB,12/31/1992,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6928,7063,BBB,01/31/1993,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6929,7063,BBB,02/28/1993,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6930,7063,BBB,03/31/1993,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6931,7063,BBB,04/30/1993,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6932,7063,BB-,05/31/1993,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6933,7063,BB-,06/30/1993,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6934,7063,BB-,07/31/1993,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6935,7063,BB-,08/31/1993,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6936,7063,BB-,09/30/1993,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6937,7063,BB-,10/31/1993,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6938,7063,BB-,11/30/1993,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6939,7063,BB-,12/31/1993,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6940,7063,BB-,01/31/1994,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6941,7063,BB-,02/28/1994,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6942,7063,BB-,03/31/1994,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6943,7063,BB-,04/30/1994,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6944,7063,BB-,05/31/1994,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6945,7063,BB-,06/30/1994,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6946,7063,BB-,07/31/1994,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6947,7063,BB-,08/31/1994,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6948,7063,BB-,09/30/1994,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6949,7063,BB-,10/31/1994,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6950,7063,BB-,11/30/1994,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6951,7063,BB-,12/31/1994,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6952,7063,BB-,01/31/1995,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6953,7063,BB-,02/28/1995,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6954,7063,BB-,03/31/1995,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6955,7063,BB-,04/30/1995,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6956,7063,BB-,05/31/1995,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6957,7063,BB-,06/30/1995,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6958,7063,BB-,07/31/1995,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6959,7063,BB-,08/31/1995,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6960,7063,BB-,09/30/1995,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6961,7063,BB-,10/31/1995,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6962,7063,BB-,11/30/1995,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6963,7063,BB-,12/31/1995,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6964,7063,BB-,01/31/1996,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6965,7063,BB-,02/29/1996,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6966,7063,BB-,03/31/1996,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6967,7063,BB-,04/30/1996,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6968,7063,BB-,05/31/1996,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6969,7063,BB-,06/30/1996,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6970,7063,BB-,07/31/1996,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6971,7063,BB-,08/31/1996,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
6972,7063,BB-,09/30/1996,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",6010,60,HOST HOTELS & RESORTS INC,HST
